loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,loan_status
15000,15000,15000.0, 36 months,5.32,451.73,A,A1,Fully Paid
20000,20000,20000.0, 36 months,7.89,625.72,A,A5,Fully Paid
8000,8000,8000.0, 36 months,12.99,269.52,C,C2,Fully Paid
28625,28625,28625.0, 60 months,15.8,693.07,C,C3,Fully Paid
12000,12000,12000.0, 36 months,5.32,361.38,A,A1,Fully Paid
12000,12000,12000.0, 36 months,9.99,387.15,B,B3,Fully Paid
1500,1500,1500.0, 36 months,18.06,54.28,D,D2,Fully Paid
31200,31200,30925.0, 60 months,23.13,881.88,F,F1,Fully Paid
4000,4000,4000.0, 36 months,14.08,136.87,C,C3,Fully Paid
6400,6400,6400.0, 36 months,12.49,214.08,B,B4,Fully Paid
31175,31175,31175.0, 60 months,24.83,911.93,G,G2,Fully Paid
18000,18000,18000.0, 36 months,9.17,573.83,B,B2,Fully Paid
13500,13500,13500.0, 36 months,11.53,445.37,B,B5,Fully Paid
4325,4325,4325.0, 36 months,19.48,159.59,E,E2,Fully Paid
4800,4800,4800.0, 36 months,16.99,171.11,D,D3,Fully Paid
12200,12200,12175.0, 60 months,13.35,279.78,C,C4,Fully Paid
24000,24000,24000.0, 36 months,12.88,807.27,C,C2,Fully Paid
8000,8000,8000.0, 36 months,12.12,266.18,B,B3,Fully Paid
12825,12825,12825.0, 36 months,16.02,451.02,C,C5,Fully Paid
15000,15000,15000.0, 60 months,13.33,343.84,C,C3,Fully Paid
10000,10000,10000.0, 36 months,14.99,346.61,C,C5,Fully Paid
19000,19000,18950.0, 60 months,8.9,393.49,A,A5,Fully Paid
7500,4800,0.0, 36 months,11.59,158.5,C,C2,Fully Paid
10000,10000,10000.0, 36 months,13.35,338.63,C,C2,Fully Paid
5000,5000,5000.0, 36 months,8.18,157.1,B,B1,Fully Paid
4550,4550,4550.0, 36 months,6.19,138.82,A,A2,Fully Paid
3500,3500,3500.0, 36 months,17.57,125.78,D,D2,Fully Paid
6575,6575,6575.0, 36 months,16.59,233.08,D,D1,Fully Paid
10000,10000,10000.0, 36 months,9.8,321.74,B,B3,Fully Paid
10000,10000,10000.0, 36 months,8.38,315.12,B,B1,Fully Paid
5000,5000,5000.0, 36 months,10.49,162.49,B,B3,Fully Paid
8000,8000,8000.0, 36 months,7.89,250.29,A,A5,Fully Paid
7200,7200,7200.0, 36 months,16.55,255.1,D,D2,Fully Paid
22750,22750,22750.0, 36 months,12.12,756.94,B,B3,Fully Paid
25000,25000,25000.0, 60 months,19.99,662.21,E,E3,Fully Paid
19000,19000,19000.0, 36 months,7.89,594.43,A,A5,Fully Paid
12000,12000,12000.0, 36 months,6.24,366.37,A,A2,Fully Paid
16000,16000,16000.0, 36 months,10.99,523.75,B,B4,Fully Paid
8000,8000,7975.0, 36 months,10.99,261.88,B,B3,Fully Paid
14275,14275,14250.0, 60 months,24.99,418.91,F,F4,Fully Paid
2000,2000,2000.0, 36 months,13.98,68.34,C,C3,Fully Paid
40000,40000,40000.0, 36 months,7.35,1241.5,A,A4,Fully Paid
5600,5600,5600.0, 36 months,14.99,194.1,C,C5,Fully Paid
12000,12000,12000.0, 36 months,13.49,407.17,C,C2,Fully Paid
4800,4800,4800.0, 36 months,16.55,170.07,D,D2,Fully Paid
5000,5000,5000.0, 36 months,17.09,178.49,D,D1,Fully Paid
26200,26200,26200.0, 60 months,22.99,738.44,F,F1,Fully Paid
22000,22000,22000.0, 36 months,6.03,669.59,A,A1,Fully Paid
1925,1925,1925.0, 36 months,6.76,59.23,A,A2,Fully Paid
3000,3000,3000.0, 36 months,13.98,102.51,C,C3,Fully Paid
12250,12250,12225.0, 60 months,17.57,308.22,D,D2,Fully Paid
14850,14850,14850.0, 36 months,15.61,519.23,D,D1,Fully Paid
10000,10000,10000.0, 36 months,12.69,335.45,C,C2,Fully Paid
12600,12600,12600.0, 36 months,10.99,412.45,B,B3,Fully Paid
10000,10000,10000.0, 36 months,7.9,312.91,A,A4,Fully Paid
10000,10000,9900.0, 36 months,6.24,305.31,A,A2,Fully Paid
25000,25000,25000.0, 36 months,7.89,782.15,A,A5,Fully Paid
11000,11000,11000.0, 36 months,8.18,345.62,B,B1,Fully Paid
6000,6000,6000.0, 36 months,6.62,184.23,A,A2,Fully Paid
28000,28000,28000.0, 60 months,18.99,726.19,E,E1,Fully Paid
20000,20000,20000.0, 36 months,10.49,649.96,B,B3,Fully Paid
5000,5000,5000.0, 36 months,13.33,169.27,C,C3,Fully Paid
14000,14000,14000.0, 60 months,9.49,293.96,B,B2,Fully Paid
12000,12000,12000.0, 36 months,11.14,393.67,B,B2,Fully Paid
12000,12000,12000.0, 36 months,6.97,370.37,A,A3,Fully Paid
20000,20000,20000.0, 60 months,14.07,466.1,C,C3,Fully Paid
11200,11200,11200.0, 36 months,5.32,337.29,A,A1,Fully Paid
10000,10000,10000.0, 36 months,9.99,322.63,B,B3,Fully Paid
20000,20000,19975.0, 36 months,9.99,645.25,B,B3,Fully Paid
24000,24000,24000.0, 60 months,9.17,500.19,B,B2,Fully Paid
35000,35000,34975.0, 60 months,16.2,854.86,C,C4,Fully Paid
3600,3600,3600.0, 36 months,7.49,111.97,A,A4,Fully Paid
18000,18000,17975.0, 36 months,19.99,668.86,E,E1,Fully Paid
15000,15000,15000.0, 36 months,11.48,494.5,B,B5,Fully Paid
18150,18150,18150.0, 60 months,9.76,383.5,B,B3,Fully Paid
17675,17675,17675.0, 60 months,18.25,451.24,D,D3,Fully Paid
20050,20050,20050.0, 60 months,23.83,574.83,F,F5,Fully Paid
28000,28000,28000.0, 36 months,6.92,863.54,A,A4,Fully Paid
28800,28800,28800.0, 36 months,12.99,970.25,C,C1,Fully Paid
10000,10000,10000.0, 36 months,8.49,315.63,B,B1,Fully Paid
7200,7200,7200.0, 36 months,13.99,246.05,C,C4,Fully Paid
6000,6000,6000.0, 36 months,7.89,187.72,A,A5,Fully Paid
34800,34800,34800.0, 36 months,14.49,1197.69,C,C4,Fully Paid
10000,10000,10000.0, 36 months,19.72,370.22,D,D5,Fully Paid
15000,15000,15000.0, 36 months,6.99,463.09,A,A2,Fully Paid
10000,10000,10000.0, 36 months,8.18,314.2,B,B1,Fully Paid
1450,1450,1450.0, 36 months,14.65,50.02,C,C5,Fully Paid
8000,8000,8000.0, 36 months,22.45,307.39,E,E5,Fully Paid
17000,17000,17000.0, 36 months,10.91,555.84,B,B4,Fully Paid
4000,4000,4000.0, 36 months,11.44,131.79,B,B4,Fully Paid
10000,10000,10000.0, 36 months,9.49,320.29,B,B2,Fully Paid
20000,20000,20000.0, 36 months,7.89,625.72,A,A5,Fully Paid
5600,5600,5600.0, 36 months,8.67,177.22,B,B1,Fully Paid
18350,18350,18350.0, 60 months,15.59,442.25,D,D1,Fully Paid
9250,9250,9250.0, 36 months,14.65,319.08,C,C5,Fully Paid
3500,3500,3500.0, 36 months,8.39,110.31,A,A5,Fully Paid
2500,2500,2500.0, 36 months,7.88,78.21,A,A5,Fully Paid
33125,33125,33125.0, 60 months,27.79,1027.19,F,F5,Fully Paid
27975,27975,27975.0, 60 months,18.54,718.63,E,E1,Fully Paid
7500,7500,7500.0, 36 months,5.32,225.87,A,A1,Fully Paid
20000,20000,20000.0, 36 months,7.99,626.64,A,A5,Fully Paid
5500,5500,5500.0, 36 months,9.16,175.31,B,B2,Fully Paid
12000,12000,12000.0, 36 months,13.99,410.08,C,C4,Fully Paid
6000,6000,5950.0, 36 months,12.99,202.14,B,B4,Fully Paid
12000,12000,12000.0, 36 months,10.99,392.81,B,B4,Fully Paid
15000,15000,15000.0, 60 months,21.45,409.61,D,D5,Fully Paid
24000,24000,24000.0, 36 months,8.99,763.09,B,B1,Fully Paid
23000,23000,23000.0, 36 months,7.97,720.42,A,A5,Fully Paid
25000,25000,25000.0, 60 months,24.5,726.48,F,F3,Fully Paid
3525,3525,3525.0, 36 months,17.99,127.42,D,D2,Fully Paid
12975,12975,12975.0, 36 months,10.99,424.73,B,B3,Fully Paid
14000,14000,14000.0, 36 months,17.86,505.16,D,D5,Fully Paid
8800,8800,8800.0, 36 months,11.53,290.32,B,B5,Fully Paid
12000,12000,12000.0, 36 months,7.97,375.88,A,A5,Fully Paid
24000,24000,23975.0, 36 months,30.75,1028.73,F,F5,Fully Paid
5000,5000,5000.0, 36 months,8.9,158.77,A,A5,Fully Paid
5000,5000,5000.0, 36 months,6.11,152.36,A,A1,Fully Paid
9600,9600,9600.0, 36 months,11.99,318.82,B,B5,Fully Paid
2500,2500,2500.0, 36 months,18.25,90.7,D,D3,Fully Paid
22000,22000,22000.0, 36 months,12.79,739.05,C,C1,Fully Paid
10000,10000,10000.0, 36 months,16.55,354.3,D,D2,Fully Paid
15000,15000,15000.0, 36 months,7.9,469.36,A,A4,Fully Paid
15600,15600,15600.0, 36 months,13.65,530.53,C,C1,Fully Paid
18500,18500,18500.0, 36 months,9.17,589.76,B,B2,Fully Paid
21000,21000,21000.0, 60 months,9.17,437.67,B,B1,Fully Paid
21000,21000,21000.0, 60 months,11.53,462.17,B,B5,Fully Paid
6825,6825,6825.0, 36 months,15.61,238.64,D,D1,Fully Paid
6075,6075,6075.0, 36 months,18.75,221.92,D,D3,Fully Paid
8525,8525,8525.0, 36 months,23.99,334.42,E,E2,Fully Paid
4200,4200,4200.0, 36 months,13.66,142.86,C,C3,Fully Paid
6300,6300,6300.0, 36 months,7.39,195.66,A,A4,Fully Paid
7000,7000,7000.0, 36 months,14.33,240.37,C,C1,Fully Paid
34175,34175,34175.0, 36 months,12.29,1139.84,C,C1,Fully Paid
12000,12000,12000.0, 36 months,10.49,389.98,B,B3,Fully Paid
20000,20000,20000.0, 36 months,11.53,659.81,B,B5,Fully Paid
31175,31175,31175.0, 36 months,19.52,1150.97,E,E2,Fully Paid
20000,20000,20000.0, 36 months,10.47,649.77,B,B2,Fully Paid
12000,12000,12000.0, 36 months,17.99,433.77,D,D2,Fully Paid
3000,3000,3000.0, 36 months,12.62,100.54,C,C1,Fully Paid
2400,2400,2400.0, 36 months,9.17,76.51,B,B2,Fully Paid
8000,8000,8000.0, 36 months,9.67,256.9,B,B1,Fully Paid
3500,3500,3500.0, 36 months,7.35,108.64,A,A4,Fully Paid
20000,20000,20000.0, 36 months,10.99,654.68,B,B4,Fully Paid
30000,30000,30000.0, 36 months,5.31,903.31,A,A1,Fully Paid
20000,20000,20000.0, 36 months,8.18,628.39,B,B1,Fully Paid
5600,5600,5600.0, 36 months,9.17,178.53,B,B2,Fully Paid
10000,10000,10000.0, 36 months,10.99,327.34,B,B4,Fully Paid
31050,31050,31050.0, 36 months,16.55,1100.08,D,D2,Fully Paid
1000,1000,1000.0, 36 months,12.49,33.45,B,B5,Fully Paid
20000,20000,20000.0, 36 months,7.26,619.93,A,A4,Fully Paid
18000,18000,18000.0, 60 months,15.61,434.01,D,D1,Fully Paid
10000,10000,10000.0, 36 months,8.39,315.17,B,B1,Fully Paid
10000,10000,10000.0, 60 months,14.31,234.3,C,C4,Fully Paid
12000,12000,12000.0, 36 months,18.25,435.34,D,D3,Fully Paid
7000,7000,7000.0, 36 months,9.99,225.84,B,B3,Fully Paid
30825,30825,30825.0, 36 months,16.59,1092.72,D,D1,Fully Paid
8400,8400,8400.0, 36 months,7.89,262.8,A,A5,Fully Paid
8000,8000,8000.0, 36 months,6.62,245.63,A,A2,Fully Paid
5000,5000,5000.0, 36 months,12.39,167.01,C,C1,Fully Paid
17000,17000,16950.0, 36 months,9.99,548.47,B,B3,Fully Paid
33700,33700,33700.0, 36 months,8.39,1062.11,B,B1,Fully Paid
15000,15000,14900.0, 36 months,7.49,466.53,A,A4,Fully Paid
11600,11600,11600.0, 36 months,13.66,394.55,C,C3,Fully Paid
4300,4300,4300.0, 36 months,12.69,144.25,C,C2,Fully Paid
16800,16800,16800.0, 36 months,10.91,549.3,B,B4,Fully Paid
6500,6500,6500.0, 36 months,8.9,206.4,A,A5,Fully Paid
8000,8000,8000.0, 36 months,11.49,263.78,B,B5,Fully Paid
5600,5600,5600.0, 36 months,12.49,187.32,B,B5,Fully Paid
7000,7000,7000.0, 36 months,12.99,235.83,C,C2,Fully Paid
6975,6975,6975.0, 36 months,9.99,225.04,B,B3,Fully Paid
30000,30000,30000.0, 60 months,13.33,687.68,C,C3,Fully Paid
24000,24000,24000.0, 60 months,14.16,560.44,C,C2,Fully Paid
35000,35000,35000.0, 36 months,15.61,1223.77,D,D1,Fully Paid
35000,35000,35000.0, 60 months,15.05,833.57,C,C4,Fully Paid
15000,15000,15000.0, 36 months,12.62,502.67,C,C1,Fully Paid
5000,5000,5000.0, 36 months,15.99,175.77,C,C5,Fully Paid
21600,21600,21550.0, 60 months,18.25,551.44,D,D3,Fully Paid
14350,14350,14350.0, 36 months,9.17,457.47,B,B2,Fully Paid
8000,8000,8000.0, 36 months,13.99,273.39,C,C4,Fully Paid
4500,4500,4497.4914744226035, 60 months,6.17,87.36,A,A3,Fully Paid
20000,20000,20000.0, 36 months,13.49,678.61,C,C2,Fully Paid
3600,3600,3600.0, 36 months,10.49,117.0,B,B3,Fully Paid
7350,7350,7350.0, 36 months,5.32,221.35,A,A1,Fully Paid
24000,24000,24000.0, 60 months,7.84,484.8,A,A4,Fully Paid
13600,13600,13600.0, 36 months,12.99,458.18,C,C2,Fully Paid
5000,5000,5000.0, 36 months,6.89,154.14,A,A3,Fully Paid
14400,14400,14400.0, 60 months,7.39,287.8,A,A4,Fully Paid
9000,9000,9000.0, 36 months,15.59,314.6,C,C5,Fully Paid
15000,15000,14950.0, 60 months,13.98,348.87,C,C1,Fully Paid
7000,7000,7000.0, 36 months,11.48,230.77,B,B5,Fully Paid
11500,11500,11475.0, 36 months,6.68,353.41,A,A3,Fully Paid
10800,10800,10800.0, 36 months,11.99,358.67,C,C1,Fully Paid
1400,1400,1400.0, 36 months,11.49,46.16,B,B5,Fully Paid
9600,9600,9600.0, 36 months,9.67,308.28,B,B1,Fully Paid
8000,8000,8000.0, 36 months,10.64,260.55,B,B4,Fully Paid
7500,7500,0.0, 36 months,10.39,243.38,B,B4,Fully Paid
20000,20000,20000.0, 36 months,11.99,664.2,B,B3,Fully Paid
8400,8400,8400.0, 36 months,12.99,282.99,B,B5,Fully Paid
35000,35000,35000.0, 36 months,11.99,1162.34,C,C1,Fully Paid
17500,17500,17500.0, 60 months,13.68,404.3,C,C1,Fully Paid
12600,12600,12600.0, 60 months,13.35,288.96,C,C2,Fully Paid
18000,18000,18000.0, 36 months,7.89,563.15,A,A5,Fully Paid
10000,10000,10000.0, 36 months,11.49,329.72,B,B5,Fully Paid
28000,28000,28000.0, 36 months,7.49,870.85,A,A4,Fully Paid
11275,11275,11275.0, 36 months,15.99,396.34,C,C5,Fully Paid
8000,8000,8000.0, 36 months,9.99,258.1,B,B3,Fully Paid
8000,8000,7975.0, 36 months,23.1,310.1,E,E4,Fully Paid
20000,20000,20000.0, 36 months,7.49,622.04,A,A4,Fully Paid
17000,17000,17000.0, 36 months,15.31,591.9,C,C2,Fully Paid
9400,9400,9400.0, 36 months,16.99,335.09,D,D1,Fully Paid
7200,7200,7200.0, 36 months,12.99,242.57,C,C2,Fully Paid
11000,11000,10950.0, 36 months,12.79,369.53,C,C1,Fully Paid
8000,8000,8000.0, 36 months,12.99,269.52,B,B5,Fully Paid
11500,11500,11500.0, 36 months,10.99,376.45,B,B2,Fully Paid
10000,10000,9975.0, 36 months,6.72,307.5,A,A3,Fully Paid
8000,8000,8000.0, 36 months,5.79,242.62,A,A2,Fully Paid
10000,10000,10000.0, 36 months,7.46,310.88,A,A4,Fully Paid
5000,5000,5000.0, 36 months,11.12,163.98,B,B3,Fully Paid
6500,6500,6500.0, 36 months,6.99,200.68,A,A2,Fully Paid
10000,10000,10000.0, 36 months,7.89,312.86,A,A5,Fully Paid
12700,12700,12700.0, 36 months,7.89,397.33,A,A5,Fully Paid
16000,16000,16000.0, 36 months,11.99,531.36,C,C1,Fully Paid
11325,11325,11325.0, 36 months,9.99,365.38,B,B1,Fully Paid
11850,11850,11850.0, 60 months,24.5,344.35,F,F3,Fully Paid
10975,10975,10975.0, 36 months,6.03,334.03,A,A1,Fully Paid
4000,4000,4000.0, 36 months,12.29,133.42,C,C1,Fully Paid
6400,6400,6400.0, 36 months,10.91,209.26,B,B4,Fully Paid
1000,1000,1000.0, 36 months,14.49,34.42,C,C4,Fully Paid
35000,35000,35000.0, 60 months,11.99,778.38,C,C1,Fully Paid
20000,20000,20000.0, 36 months,10.75,652.41,B,B4,Fully Paid
35000,35000,35000.0, 36 months,14.99,1213.12,C,C5,Fully Paid
10925,10925,10925.0, 60 months,21.0,295.56,E,E2,Fully Paid
5000,5000,5000.0, 36 months,9.17,159.4,B,B2,Fully Paid
5500,5500,5500.0, 36 months,8.67,174.06,B,B1,Fully Paid
4000,4000,4000.0, 36 months,13.67,136.08,B,B5,Fully Paid
4775,4775,4775.0, 36 months,24.74,189.2,E,E3,Fully Paid
11000,11000,11000.0, 36 months,14.99,381.27,C,C5,Fully Paid
4950,4950,4950.0, 36 months,19.52,182.76,D,D4,Fully Paid
14000,14000,14000.0, 36 months,12.99,471.65,C,C2,Fully Paid
25450,25450,25450.0, 60 months,17.57,640.33,D,D4,Fully Paid
18000,18000,18000.0, 36 months,9.17,573.83,B,B2,Fully Paid
24350,24350,24350.0, 60 months,13.67,562.43,C,C4,Fully Paid
12600,12600,12600.0, 36 months,8.38,397.06,B,B1,Fully Paid
24300,24300,24300.0, 60 months,22.99,684.89,F,F1,Fully Paid
9000,9000,9000.0, 36 months,7.89,281.58,A,A5,Fully Paid
6000,6000,6000.0, 36 months,12.29,200.12,C,C1,Fully Paid
24000,24000,24000.0, 60 months,15.61,578.68,D,D1,Fully Paid
15000,15000,15000.0, 36 months,7.89,469.29,A,A5,Fully Paid
20000,20000,20000.0, 60 months,13.99,465.27,C,C4,Fully Paid
27500,27500,27500.0, 60 months,17.1,684.93,C,C5,Fully Paid
10000,10000,10000.0, 36 months,10.49,324.98,B,B2,Fully Paid
15000,15000,15000.0, 36 months,9.67,481.69,B,B1,Fully Paid
18000,18000,18000.0, 36 months,5.32,542.07,A,A1,Fully Paid
12000,12000,12000.0, 36 months,14.33,412.06,C,C1,Fully Paid
12800,12800,12800.0, 60 months,19.99,339.06,E,E1,Fully Paid
25000,25000,25000.0, 36 months,6.24,763.28,A,A2,Fully Paid
12000,12000,12000.0, 60 months,26.49,362.78,F,F2,Fully Paid
5400,5400,5400.0, 36 months,7.89,168.95,A,A5,Fully Paid
25000,25000,25000.0, 36 months,13.33,846.33,C,C3,Fully Paid
4000,4000,4000.0, 36 months,11.49,131.89,B,B5,Fully Paid
15000,15000,15000.0, 36 months,6.68,460.97,A,A3,Fully Paid
5000,5000,5000.0, 36 months,20.49,187.07,E,E1,Fully Paid
12000,12000,12000.0, 60 months,17.77,303.23,D,D1,Fully Paid
5000,5000,5000.0, 36 months,9.17,159.4,B,B2,Fully Paid
20000,20000,20000.0, 36 months,9.17,637.58,B,B2,Fully Paid
26000,26000,26000.0, 36 months,6.99,802.69,A,A2,Fully Paid
15000,15000,15000.0, 60 months,12.69,338.93,C,C2,Fully Paid
4700,4700,4700.0, 36 months,30.94,201.95,G,G4,Fully Paid
9000,9000,9000.0, 36 months,9.99,290.37,B,B3,Fully Paid
16800,16800,16800.0, 36 months,8.9,533.46,A,A5,Fully Paid
22000,22000,22000.0, 36 months,13.58,747.43,C,C2,Fully Paid
14000,14000,14000.0, 60 months,12.62,315.83,C,C1,Fully Paid
10000,10000,10000.0, 36 months,13.58,339.74,C,C2,Fully Paid
15000,15000,15000.0, 36 months,13.11,506.21,B,B4,Fully Paid
20875,20875,20875.0, 60 months,21.99,576.43,E,E5,Fully Paid
18000,18000,18000.0, 60 months,21.7,494.08,E,E2,Fully Paid
6125,6125,6125.0, 36 months,18.99,224.49,E,E1,Fully Paid
24000,24000,24000.0, 60 months,14.31,562.31,C,C4,Fully Paid
11000,11000,11000.0, 60 months,20.99,297.53,E,E4,Fully Paid
6000,6000,6000.0, 36 months,8.99,190.78,B,B1,Fully Paid
13000,13000,13000.0, 36 months,17.27,465.24,C,C5,Fully Paid
5600,5600,5600.0, 36 months,14.84,193.69,D,D1,Fully Paid
20000,20000,20000.0, 36 months,6.99,617.46,A,A2,Fully Paid
9000,9000,9000.0, 36 months,15.99,316.37,C,C5,Fully Paid
11200,11200,11200.0, 36 months,12.69,375.71,C,C2,Fully Paid
20000,20000,20000.0, 60 months,9.25,417.6,A,A5,Fully Paid
25000,25000,25000.0, 36 months,17.77,900.93,D,D1,Fully Paid
6000,6000,6000.0, 36 months,7.62,186.97,A,A3,Fully Paid
27500,27500,27500.0, 36 months,13.99,939.76,C,C3,Fully Paid
20000,20000,20000.0, 36 months,8.67,632.93,B,B1,Fully Paid
16800,16800,16800.0, 60 months,11.99,373.63,B,B5,Fully Paid
15000,15000,15000.0, 60 months,13.56,345.62,C,C1,Fully Paid
12000,12000,11975.0, 36 months,12.12,399.26,B,B3,Fully Paid
20000,20000,20000.0, 60 months,15.99,486.26,C,C5,Fully Paid
12000,12000,12000.0, 36 months,6.39,367.19,A,A2,Fully Paid
5000,5000,5000.0, 36 months,6.07,152.27,A,A2,Fully Paid
15000,15000,15000.0, 36 months,9.17,478.19,B,B2,Fully Paid
12225,12225,12225.0, 36 months,9.99,394.41,B,B1,Fully Paid
21000,21000,21000.0, 60 months,13.98,488.42,C,C3,Fully Paid
15000,15000,15000.0, 60 months,13.18,342.68,C,C3,Fully Paid
12000,12000,12000.0, 60 months,14.64,283.22,C,C3,Fully Paid
8950,8950,8950.0, 36 months,16.29,315.94,D,D1,Fully Paid
10500,10500,10500.0, 36 months,18.49,382.19,D,D2,Fully Paid
15000,15000,15000.0, 36 months,10.99,491.01,B,B4,Fully Paid
4400,4400,4400.0, 36 months,20.2,163.97,D,D5,Fully Paid
4400,4400,4400.0, 36 months,14.16,150.73,C,C2,Fully Paid
8400,8400,8400.0, 36 months,7.91,262.88,A,A5,Fully Paid
3000,3000,3000.0, 36 months,11.47,98.89,B,B5,Fully Paid
24000,24000,24000.0, 36 months,10.99,785.62,B,B4,Fully Paid
14000,14000,14000.0, 60 months,12.62,315.83,C,C1,Fully Paid
30000,30000,30000.0, 36 months,16.99,1069.44,D,D3,Fully Paid
35000,35000,35000.0, 60 months,16.29,856.54,D,D2,Fully Paid
12000,12000,11950.0, 36 months,10.99,392.81,B,B2,Fully Paid
12000,12000,12000.0, 36 months,8.18,377.04,B,B1,Fully Paid
13000,13000,13000.0, 60 months,15.05,309.62,C,C4,Fully Paid
6525,6525,6525.0, 36 months,12.99,219.83,C,C2,Fully Paid
16000,16000,15975.0, 36 months,7.62,498.59,A,A3,Fully Paid
22000,22000,21950.0, 60 months,12.69,497.09,C,C2,Fully Paid
10000,10000,10000.0, 36 months,6.03,304.36,A,A1,Fully Paid
4000,4000,4000.0, 36 months,13.67,136.08,C,C3,Fully Paid
35000,35000,35000.0, 36 months,8.08,1098.07,A,A5,Fully Paid
5000,5000,5000.0, 36 months,14.49,172.09,C,C4,Fully Paid
23750,23750,23750.0, 60 months,16.55,584.52,D,D2,Fully Paid
12000,12000,12000.0, 36 months,12.74,402.83,C,C1,Fully Paid
10000,10000,10000.0, 36 months,9.17,318.79,B,B2,Fully Paid
31200,31200,31200.0, 36 months,11.67,1031.38,B,B4,Fully Paid
20000,20000,19975.0, 60 months,19.19,520.91,E,E3,Fully Paid
2000,2000,2000.0, 36 months,11.99,66.42,C,C1,Fully Paid
13175,13175,13175.0, 60 months,10.42,282.67,B,B3,Fully Paid
20000,20000,20000.0, 36 months,7.35,620.75,A,A4,Fully Paid
20000,20000,20000.0, 60 months,19.03,519.15,D,D3,Fully Paid
14200,14200,14200.0, 36 months,24.5,560.85,F,F3,Fully Paid
8000,8000,8000.0, 36 months,13.35,270.91,C,C2,Fully Paid
15825,15825,15750.0, 36 months,16.55,560.67,D,D2,Fully Paid
3500,3500,3500.0, 36 months,7.62,109.07,A,A3,Fully Paid
13150,13150,13150.0, 36 months,13.67,447.34,C,C4,Fully Paid
8000,8000,8000.0, 36 months,11.99,265.68,B,B5,Fully Paid
12000,12000,12000.0, 60 months,16.55,295.34,D,D2,Fully Paid
21000,21000,21000.0, 60 months,15.59,506.12,C,C5,Fully Paid
5000,5000,5000.0, 36 months,10.49,162.49,B,B2,Fully Paid
14000,14000,13975.0, 36 months,7.62,436.26,A,A3,Fully Paid
25000,25000,25000.0, 36 months,7.89,782.15,A,A5,Fully Paid
22500,22500,22500.0, 60 months,21.48,614.8,E,E5,Fully Paid
12000,12000,12000.0, 60 months,15.59,289.21,C,C5,Fully Paid
10000,10000,10000.0, 36 months,9.17,318.79,B,B2,Fully Paid
11200,11200,11200.0, 36 months,9.75,360.08,B,B3,Fully Paid
6000,6000,6000.0, 36 months,12.99,202.14,C,C2,Fully Paid
5000,5000,5000.0, 36 months,13.53,169.75,B,B5,Fully Paid
12000,12000,7902.458521992145, 36 months,15.57,419.35,E,E3,Fully Paid
6000,6000,6000.0, 36 months,11.49,197.83,B,B5,Fully Paid
4800,4800,4800.0, 36 months,6.39,146.88,A,A2,Fully Paid
6000,6000,5700.0, 36 months,7.88,187.69,A,A5,Fully Paid
7000,7000,7000.0, 36 months,7.34,217.23,A,A4,Fully Paid
12000,12000,12000.0, 60 months,15.02,285.61,C,C3,Fully Paid
5600,5600,5600.0, 36 months,6.92,172.71,A,A4,Fully Paid
30000,30000,30000.0, 36 months,10.99,982.02,B,B4,Fully Paid
15000,15000,15000.0, 36 months,8.18,471.3,B,B1,Fully Paid
35000,35000,34750.0, 36 months,11.47,1153.67,B,B5,Fully Paid
35000,35000,35000.0, 60 months,14.99,832.47,C,C4,Fully Paid
7000,7000,7000.0, 36 months,9.93,225.65,B,B2,Fully Paid
18400,18400,18400.0, 36 months,9.49,589.33,B,B2,Fully Paid
10000,10000,10000.0, 36 months,13.99,341.73,C,C1,Fully Paid
11000,11000,10975.0, 36 months,12.12,365.99,B,B3,Fully Paid
10000,10000,10000.0, 36 months,11.53,329.91,B,B5,Fully Paid
15000,15000,15000.0, 36 months,7.97,469.84,A,A5,Fully Paid
5000,5000,5000.0, 36 months,12.29,166.77,C,C1,Fully Paid
21000,21000,21000.0, 60 months,11.49,461.74,B,B5,Fully Paid
8000,8000,8000.0, 36 months,13.49,271.45,C,C2,Fully Paid
8500,8500,8500.0, 36 months,7.26,263.47,A,A4,Fully Paid
27000,27000,27000.0, 60 months,16.55,664.51,D,D2,Fully Paid
16000,16000,16000.0, 36 months,7.89,500.58,A,A5,Fully Paid
14400,14400,14400.0, 36 months,11.55,475.2,B,B3,Fully Paid
28000,28000,28000.0, 36 months,17.57,1006.24,D,D2,Fully Paid
23475,23475,23475.0, 36 months,20.99,884.31,E,E1,Fully Paid
2250,2250,2250.0, 36 months,13.06,75.88,C,C1,Fully Paid
15600,15600,15600.0, 60 months,16.99,387.62,D,D1,Fully Paid
21000,21000,21000.0, 36 months,12.99,707.48,C,C1,Fully Paid
14400,14400,14400.0, 36 months,12.99,485.13,C,C1,Fully Paid
8000,8000,8000.0, 36 months,6.68,245.85,A,A3,Fully Paid
10800,10800,10800.0, 36 months,5.32,325.24,A,A1,Fully Paid
10000,10000,9975.0, 36 months,9.99,322.63,B,B1,Fully Paid
28000,28000,28000.0, 36 months,7.26,867.9,A,A4,Fully Paid
21000,21000,21000.0, 36 months,7.12,649.58,A,A3,Fully Paid
8000,8000,8000.0, 36 months,6.03,243.49,A,A1,Fully Paid
